Product Name ,Product Cost,feedback ,Link,Product_Img_Link,Details
"Dabur Almond Intense Repair Shampoo for Dull, Dry and Weak Hair  (650 ml)",596.8000000000001,Best shampooo..I think it really suitable for all hair..and also have a good smell...really worth it..you musyt buy....you will love it... definitely... :- Nice product but filhal mena abhi es product ko use nhi kiya h according to price nice product I'm buy this product only 180 :- Good shampoo,,,"If you suffer from dry hair, and want a remedy that's natural and won't further damage your hair, Dabur Almond Shampoo is your friend.  This ultra nourishing shampoo is made using Almond Vita Complex and Milk extracts for smooth hair and a scalp that feels replenished. Regular use will make your hair silky soft and shine beautifully.Applied For	Dryness Care
Hair Type	Dry Hair
Composition	Almond Extract
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Dryness Care Shampoo Ideal For: Men & Women Suitable For: Dry Hair Composition: Almond Extract"
HEAD & SHOULDERS Smooth and Silky Anti Dandruff Shampoo for Softer and Smoother Hair  (1 L),1241.6000000000001,awesome product... worth of money and great discount also... very happy with Flipkart 😍 :- very much satisfied with this product worth every penny.. and it packed very nicely go for it guys. so I give five star but actually it must be more than ten star  really very nice :- Such a nice purchase 😍😍 packaging was too good and fast delivery........ it's make really smooth and silky  hair ....... love the sweet fragrance 😍😍 Nothing to tell more just go for it 👍 highly recommend it,,,"Go from dry and frizzy hair to smooth and silky hair in just one wash. Head & Shoulders Smooth & Silky Anti-Dandruff Shampoo is formulated with added moisturizers to cleanse and restore dry, frizzy hair and leave you with dandruff free hair*. Go ahead, run your hands through your hair again. (*visible flakes only, with regular use) - 24 hour frizz control for smooth, beautiful-looking hair - Gentle pH balanced formula for everyday use, even on color treated hairApplied For	Anti-dandruff
Hair Type	All Hair Types
Composition	NA
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: NA"
"BIOLAGE SMOOTHPROOF Shampoo for Frizzy Hair, Controls Frizz, Vegan & No Added Parabens  (200 ml)",376.0,This purchase was after I saw a beauty vlogger gave her review which made me curious to try this out and surely I am so happy that I found a perfect shampoo for my frizzy and flyaway....this shampoo works perfect with the conditioner and surely recommend this for anyone who are struggling with frizzy hair and flyaway....these are my experience with the shampoo and might work differently for different people. For me its good !! :- ❤️❤️ my hair make smooth n soft it's really work 👍 :- As a curly hair girl i personally love this shampoo. If you want frizz free hair or if you are someone who has done any kind of hair treatments then definitely go for this product. Thanks to the seller and flipkart :),,,"Powered by exotic, humidity resistant Camellia flower. Paraben free shampoo that covers hair in a nourishing shield to provide frizz control and smoothness. Gives perfectly smooth, frizz-free hair for upto 72 hours When using the system of SMOOTHPROOF shampoo, conditioner and serum vs. a non-conditioning shampoo.  How to use - Apply to wet hair with a gentle massaging motion. Lather well. Rinse the hair, for best results follow up with a SMOOTHPROOF conditioner.Applied For	Frizz Control
Hair Type	Frizzy Hair
Composition	Camellia Flower
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Frizz Control Shampoo Ideal For: Men & Women Suitable For: Frizzy Hair Composition: Camellia Flower"
Just Herbs Castor & Onion for Hair Growth and Fall Control Shampoo  (200 ml),539.2,"Excellent quality very very mild and works like a charm for dry hair. Quality feels premium and have nice fragrance overall value for money. Bought after watching fit tuber :- I got the conditioner in free giveaway on sale. It was a great deal. What an refreshing smell both the products have. Shampoo has little thick but flowable consistency. I bought it after the recommendation of fituber,a youtuber. As well it is total natural product will almost zero additives and preservatives. Therefore it's price is on higher side. Do a patch test as it's not necessary that all natural would suit everyone. Result:- it doesn't dry out hair after washing. It foams very well, ... :- Good product bt price is little bit high and it makes hair little rough u have to apply serum before tangling hair",,,"Just Herbs Onion Shampoo for hair fall is formulated with hair growth boosting ingredients like Castor Seed Oil, Black Onion Seed, Amla & Bhringraj. A mildly foaming, sulphate-free, ayurvedic, anti-dandruff & anti-hair fall shampoo for men & women helps delay premature greying while improving overall hair health. It also reduces frizz, dryness improves hair texture, and strengthens the strands.Applied For	Anti-hair Fall, Anti-dandruff, Scalp Cleansing, Hair Shine, Nourishment & Moisturization, Daily Care, Color Protection
Hair Type	All Hair Types
Composition	Castor Seed Oil Strengthens hair strands, promotes hair growth & nourishes the dry scalp., Black Onion Seed Maintains scalp health by addressing issues such as dandruff while keeping the scalp moisturised., Bhringraj A medicinal plant with anti-bacterial properties that prevents dandruff, itchiness & premature greying.
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall, Anti-dandruff, Scalp Cleansing, Hair Shine, Nourishment & Moisturization, Daily Care, Color Protection Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Castor Seed Oil Strengthens hair strands, promotes hair growth & nourishes the dry scalp., Black Onion Seed Maintains scalp health by addressing issues such as dandruff while keeping the scalp moisturised., Bhringraj A medicinal plant with anti-bacterial properties that prevents dandruff, itchiness & premature greying."
Clinic Plus Strong & Long Shampoo  (1 L),736.0,Good product :- Good :- good product,,,"While girls are born strong however they are raised weak due to societal conditioning and this comes in the way of achieving their true potential. Clinic Plus believes that girls must be raised strong so that they have the ability to stand-up to the societys detractors who come in the way of her potential.  And as a mother you can raise her strong, by constantly instilling values such as resilience determination and courage. This would make her foundationally strong to face any challenge in life.  While you give the foundational strength to your daughter, Clinic Plus shampoo believes that your daughters hair must also be foundationally strong.  Thats why New Clinic Plus shampoo with Shikakai, Reetha & Amla helps nourishs hair from root to tip & makes them strong and naturally long.Applied For	Hair Volumizing
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Women
pack_of	1
Country of Origin	IndiaHair Volumizing Shampoo Ideal For: Women Suitable For: All Hair Types"
Joy Hair Fruits Shining Black Conditioning Shampoo (Pack of 2 x 340 ml)  (680 ml),353.6,This is a very nice product the hair is very smooth and very good smell I love it..😍😍😍 :- Strongly recommend this shampoo I use this shampoo one week after I write a review awesome my hair looks shiny silky smooth and Smell is too good :- Thank you Flipkart Very good product 👍,,,"Joy Hair Fruits Shining Black Revitalizing Shampoo with Amla and Black Grapes offers quick nourishment to the scalp to revitalize dull hair and encourage shiny black hair. Regular use rejuvenates tired hair and offers healthy shine.Amla prevents hair loss and improves hair growth. Rejuvenating and revitalizing properties in Amla helps make the hair exceptionally shiny and lustrous.Black Grapes work towards making the hair smooth and gentle. Strengthens hair roots and gives beautiful and luxuriant hair.Applied For	Hair Shine, Daily Care
Hair Type	All Hair Types
Composition	Aqua, Sodium Laureth Sulphate, Cocamidopropyl Betaine, Dimethiconol (and) TEA-Dodecylbenzenesulfonate, Guar Hydroxypropyltrimonium Chloride, D-Panthenol, Amla Extract, Black Grape extract, Perfume
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Hair Shine, Daily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Aqua, Sodium Laureth Sulphate, Cocamidopropyl Betaine, Dimethiconol (and) TEA-Dodecylbenzenesulfonate, Guar Hydroxypropyltrimonium Chloride, D-Panthenol, Amla Extract, Black Grape extract, Perfume"
HEAD & SHOULDERS Cool Menthol Anti-Dandruff Shampoo for Women & Men  (1 L),924.8000000000001,"Not up to the mark of earlier shampoos I used of H&S. I have used H&S Cool Menthol before, you will get cool soothing effect after use. This seems to be sub standard. Many people rated here might be never used the standard H&S Cool Menthol Shampoo or they are first time users.1/4th of the price means the quality also 1/4th as it seems to me. :- Shampoo Nice and good product  and cool menthol is super :- super product..feels cool cool after applying in my scalp..it is also helpful for dandruff..best shampoo.. packaging was also good",,,"Upto 100% dandruff Free Hair along with Menthol Freshness in just one wash. Head & Shoulders Cool Menthol Anti-Dandruff Shampoo is formulated with added moisturizers to clean and leave you with dandruff free hair* and menthol Freshness. Go ahead, run your hands through your hair again.(*visible flakes only, with regular use)Applied For	Anti-dandruff
Hair Type	All Hair Types
Composition	Menthol
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Menthol"
Kesh King Ayurvedic Anti Hairfall Shampoo| 21 Natural Ingredients|Smooth Hair  (340 ml),220.8,"I am reviewing it only after one use so i can not say anything about its effect on hair .....but literally it is a nice shampoo , it makes my hair very soft after use ... i m change my review after a month or two that how much it effect on my hair....smells good but somewhat hard :- Nice shampoo ,Free from chemicals Delivery is also too good It help to prevent hairfall I'm using it from 1 years Must buy it .Such a nice shampoo in budget also ..♥️ :- First of all I would like to say that it is a big size bottle for this price. Secondly it coated pretty well and after I rinsed off, my hair became so soft and smooth which I couldn't believe can happen with my hair without a conditioner. Thirdly it gives tremendous volume to the hair. And last and most important point that is, the hairfall part , as I have just started using it so I shall update after some weeks about it. The only con that I have found is that to manage or to set the hair b...",,,"Kesh King Scalp and Hair Medicine Anti-Hairfall Shampoo is a unique and potent ayurvedic formula, filled with the goodness of Aloe and 21 Ayurvedic Herbs which reduces hairfall, and makes hair silky, shiny and smooth. It is an ayurvedic proprietary medicinal preparation without any side effects. It has been made from 21 Ayurvedic Herbs as per text prescribed in Ayurveda. It is also certified by eminent hair institute. Kesh King ayurvedic anti-hairfall conditioner is the 1st� ayurvedic conditioner with aloe vera and 21 rare ayurvedic herbs that reduces hairfall and manages frizzy hair. Use Kesh King ayurvedic conditioner after using Kesh King ayurvedic shampoo for soft, smooth, shiny and easy to manage hair.Applied For	Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	indiaAnti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
HEAD & SHOULDERS Anti-Hairfall Shampoo  (340 ml),563.2,"Though I didn't use it yet but I can assure that the product will be fine which seems from its appearance. Product was delivered on time and the delivery boy was well behaved, pretty much gentle and admirable. Thanks Flipcart. :- got better packed product and it was not damaged so I liked it. delivery was really quick and faster so I love Flipkart :- Good packing",,,"Enriched with natural ingredients, such as henna, amla, and shikakai,Alovera among others, this shampoo from helps combat several hair problems.Natural Ingredients, It has the goodness of henna, amla, shikakai, almonds, hibiscus, reetha, thuja and olives and castor Oil that nourish your hair, making it clean, smooth and shiny, and dandruff free. Improved Scalp Health.Since this shampoo contains henna, the health of your scalp improves significantly and helps condition your hair.Applied For	Anti-dandruff
Hair Type	All Hair Types
Composition	Fresh Scent
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Fresh Scent"
Joy Hair Fruits Hair Dryness Control Conditioning Shampoo  (680 ml),353.6,"Good Shampoo Earlier i used to use Clinic Plus , But the old Clinic Plus (blue Colour) was good present clinic plus is not good . One of my Elder cousin sister gifted a Bhaiphota (bhai duj) pack / Gift Basket , where i found this shampoo , it stopped my hair fall and hair damage . Good Shampoo use it . :- This shampoo does wonders to my hairs..  Really helpful in controlling dryness and hairfall. I would recommend to try who have dry hair. :- Quantity is less than half bottle,  over all nice after washing hair gets smother and dandruff free.",,,"Joy Hair Fruits Hair Dryness Control shampoo filled with the goodness of Lemon Fruit and Olive offers excellent conditioning to the driest of hair to provide a natural glossy look. It offers nourishment to hair follicies to keep hair thick, long and strong.Lemon deeply conditions brittle and rough hair to provide it with shine and suppleness. Makes hair gorgeous and smooth.Olive, rich in anti-oxidants and vitamins, rehabilitate scalp health and keep hair moisturized. Contribute in nourishing hair, strengthening it and promoting growth.Applied For	Dryness Care, Damage Repair
Hair Type	All Hair Types
Composition	Aqua, Sodium Laureth Sulphate, Cocamidopropyl Betaine, Dimethiconol (and) TEA-Dodecylbenzenesulfonate, Guar Hydroxypropyltrimonium Chloride, D-Panthenol, Apricot Extract, Peach extract, Perfume
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Dryness Care, Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Aqua, Sodium Laureth Sulphate, Cocamidopropyl Betaine, Dimethiconol (and) TEA-Dodecylbenzenesulfonate, Guar Hydroxypropyltrimonium Chloride, D-Panthenol, Apricot Extract, Peach extract, Perfume"
Clinic Plus Naturally Strong Health Shampoo with Herbal Extracts  (355 ml),312.0,It's a very affordable price.... Like it... 😊👍👍 :- Best quality🤗 :- Best product for my side,,,"Clinic Plus introduces its new Strong & Long Naturals Shampoo. This is a mild shampoo and ideal for daily use. It contains milk protein and herbal extracts for hair that is healthy and shiny. You can use this along with a suitable Clinic Plus conditioner and hair oil for optimum results. Do use this shampoo after oiling your hair to get rid of that greasy, oily feeling as this natural shampoo is going to leave you with hair that's soft and beautiful.Applied For	Daily Care
Hair Type	All Hair Types
Composition	sodium laureth sulphate, Dimethiconol (and) Tea- Dodecyl Benzenesulphonate, Cocamidopropylbetaine
Container Type	Plastic Bottle
Ideal For	Women
pack_of	1
Country of Origin	IndiaDaily Care Shampoo Ideal For: Women Suitable For: All Hair Types Composition: sodium laureth sulphate, Dimethiconol (and) Tea- Dodecyl Benzenesulphonate, Cocamidopropylbetaine"
SUNSILK Coconut Water and Aloe Vera Volume Hair Shampoo  (370 ml),436.8,"‼️A big NO.‼️Those who r really willing to buy these, plz read this once. My hair is ""All shampoo hair"" n except for Dove, each n every single shampoo suits my hair.But this one was horrible. My hair is naturally very silky n smooth. But from the day I started using this shampoo, it suddenly became so rough n frizzy. I thought, okay it might take some time to suit the hair, but trust me guys it's been more than 1 and a half months n my hair is still the same. And my bad luck that I bought t... :- As per the price of the product its really worth 5 stars. Cleans the hair and scalp pretty decently and does provides a little bounce to the hair. Tbh not at par with expensive good quality shampoo but is much better than the shampoos in competition. :- If you are looking for a soft shampoo go for it. I use it on  a daily basis.Also I got it at Rs.148 for 370ml which is cheaper than most others shampoos.The pack delivered in also in good condition; no complain.",,,"Add natural volume and bounce to your hair with the Sunsilk Coconut Water and Aloe Vera Volume Hair Shampoo. It has the goodness of coconut oil and aloe vera for natural volume and bounce. It also makes your hair soft, smooth, and keeps your hair healthy. This haircare product does not contain paraben. Applied For	Hair Volumizing, Scalp Cleansing
Hair Type	All Hair Types
Composition	Ingredients on Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Hair Volumizing, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients on Tag"
"BIOLAGE SMOOTHPROOF Shampoo for Frizzy Hair, Controls Frizz, Vegan & No Added Parabens  (200 ml)",360.0,This purchase was after I saw a beauty vlogger gave her review which made me curious to try this out and surely I am so happy that I found a perfect shampoo for my frizzy and flyaway....this shampoo works perfect with the conditioner and surely recommend this for anyone who are struggling with frizzy hair and flyaway....these are my experience with the shampoo and might work differently for different people. For me its good !! :- ❤️❤️ my hair make smooth n soft it's really work 👍 :- As a curly hair girl i personally love this shampoo. If you want frizz free hair or if you are someone who has done any kind of hair treatments then definitely go for this product. Thanks to the seller and flipkart :),,,"Powered by exotic, humidity resistant Camellia flower. Paraben free shampoo that covers hair in a nourishing shield to provide frizz control and smoothness. Gives perfectly smooth, frizz-free hair for upto 72 hours When using the system of SMOOTHPROOF shampoo, conditioner and serum vs. a non-conditioning shampoo.  How to use - Apply to wet hair with a gentle massaging motion. Lather well. Rinse the hair, for best results follow up with a SMOOTHPROOF conditioner.Applied For	Frizz Control
Hair Type	Frizzy Hair
Composition	Camellia Flower
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Frizz Control Shampoo Ideal For: Men & Women Suitable For: Frizzy Hair Composition: Camellia Flower"
"Dabur Almond Intense Repair Shampoo for Dull, Dry and Weak Hair  (650 ml)",596.8000000000001,Best shampooo..I think it really suitable for all hair..and also have a good smell...really worth it..you musyt buy....you will love it... definitely... :- Nice product but filhal mena abhi es product ko use nhi kiya h according to price nice product I'm buy this product only 180 :- Good shampoo,,,"If you suffer from dry hair, and want a remedy that's natural and won't further damage your hair, Dabur Almond Shampoo is your friend.  This ultra nourishing shampoo is made using Almond Vita Complex and Milk extracts for smooth hair and a scalp that feels replenished. Regular use will make your hair silky soft and shine beautifully.Applied For	Dryness Care
Hair Type	Dry Hair
Composition	Almond Extract
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Dryness Care Shampoo Ideal For: Men & Women Suitable For: Dry Hair Composition: Almond Extract"
L'Oréal Paris Total Repair 5 Repairing Shampoo with Keratin XS  (1 L),835.2,"Good shampoo but it's fragrance is too strong that I don't like and it will make your hair little bit smooth and for shiness it doesn't affect on my so it is ok ok product why the way it is not that much value for money 💸 :- Amazing purchased I'm very happy ,best in the market , I bought two products and got in half mrp rupees and delivery boy is very good behaviour. Again shopping dis product amazing purchased I'm very happy with :- best shampoo with best quality and no harm. perfect lather and gentle care of hair",,,"5 Problems.1 Solution. L'Oreal Paris Total Repair 5 Repairing Shampoo helps fight against the five visible signs of damaged hair - Hair fall, dryness, roughness, dullness and split ends without weighing it down. Damaged hair can lack the natural cement which keeps the hair strong and resilient. To ensure cohesion and strength, the L'Oreal Laboratories have created Ceramide-Cement technology to replicate the hair's natural cement, targeting the 5 problems. Explore our best hair products to revive and repair damaged hair. Highlights: 1. Helps fight against the five visible signs of damaged hair - hair fall, dryness, roughness, dullness, and split ends 2. Shampoo for damaged hair 3. With Protein + Ceramide 4. Fights the 5 signs of damage.Applied For	Damage Repair
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Damage Repair Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
"PANTENE Advanced Hairfall Solution, 2in1 Anti-Hairfall Shampoo & Conditioner  (650 ml)",1321.6000000000001,super :- Nice :- Nice,,,"Suffering from hairfall? Do you have dry, weak hair prone to breakage? Hairfall control 2in1 formula is enriched with Pro-Vitamin and rich conditioning formula. The formula has been constantly advanced with help from Pantene�s global network of hair science experts. Get the benefit of shampoo & conditioner in one wash and enjoy frizz free, silky smooth hair, and gives nourishment your hair deserves, with the advanced hairfall solutions formula in Pantene 2in1 Range.Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	NA
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: NA"
DOVE Hair Fall Rescue Nourishing Shampoo  (1 L),728.0,"good shampoo in terms of silky hair. But if u buy this for hairfall rescue, it will work for that too... it will rescue you from hairfall permanently by making you bald. Not easy to notice when you bath but surely you'll lose hair. Once i stopped using this, my hair volume was normal again. :- I got a good packing of products. I have been using for 4-5 years.  its texture is so creamy. Me & My mom both are using dove shampoo. It's give us shiny nd smooth Hair. Love it 😍 :- Nice product flipkart delivery is very fast and good packagingthis is very good fragrance and nice smell hairfall is now stopped little bit",,," 	You know what’s one of the greatest worries women have? It’s hair fall. And seeing hair strands in our comb can be daunting. That’s why Dove brings you this hair fall rescue shampoo. Combat hair fall and add some bounce to your hair by using this shampoo.  Healthy Hair 	Apart from combating hair fall, this shampoo deeply nourishes damaged hair from root to tip and makes hair visibly fuller.  Gentle Formula 	This shampoo is so gentle that you can use it every day. Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients: On Tag"
Kesh King Ayurvedic Anti Hairfall Shampoo| 21 Natural Ingredients|Smooth Hair  (600 ml),323.20000000000005,"I am reviewing it only after one use so i can not say anything about its effect on hair .....but literally it is a nice shampoo , it makes my hair very soft after use ... i m change my review after a month or two that how much it effect on my hair....smells good but somewhat hard :- Nice shampoo ,Free from chemicals Delivery is also too good It help to prevent hairfall I'm using it from 1 years Must buy it .Such a nice shampoo in budget also ..♥️ :- First of all I would like to say that it is a big size bottle for this price. Secondly it coated pretty well and after I rinsed off, my hair became so soft and smooth which I couldn't believe can happen with my hair without a conditioner. Thirdly it gives tremendous volume to the hair. And last and most important point that is, the hairfall part , as I have just started using it so I shall update after some weeks about it. The only con that I have found is that to manage or to set the hair b...",,,"Kesh King Scalp and Hair Medicine Anti-Hairfall Shampoo is a unique and potent ayurvedic formula, filled with the goodness of Aloe and 21 Ayurvedic Herbs which reduces hairfall, and makes hair silky, shiny and smooth. It is an ayurvedic proprietary medicinal preparation without any side effects. It has been made from 21 Ayurvedic Herbs as per text prescribed in Ayurveda. It is also certified by eminent hair institute. Kesh King ayurvedic anti-hairfall conditioner is the 1st ayurvedic conditioner with aloe vera and 21 rare ayurvedic herbs that reduces hairfall and manages frizzy hair. Use Kesh King ayurvedic conditioner after using Kesh King ayurvedic shampoo for soft, smooth, shiny and easy to manage hair.Applied For	Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
DOVE Hair Fall Rescue Shampoo  (340 ml),408.0,"good shampoo in terms of silky hair. But if u buy this for hairfall rescue, it will work for that too... it will rescue you from hairfall permanently by making you bald. Not easy to notice when you bath but surely you'll lose hair. Once i stopped using this, my hair volume was normal again. :- I got a good packing of products. I have been using for 4-5 years.  its texture is so creamy. Me & My mom both are using dove shampoo. It's give us shiny nd smooth Hair. Love it 😍 :- Nice product flipkart delivery is very fast and good packagingthis is very good fragrance and nice smell hairfall is now stopped little bit",,," 	You know what’s one of the greatest worries women have? It’s hair fall. And seeing hair strands in our comb can be daunting. That’s why Dove brings you this hair fall rescue shampoo. Combat hair fall and add some bounce to your hair by using this shampoo.  Healthy Hair 	Apart from combating hair fall, this shampoo deeply nourishes damaged hair from root to tip and makes hair visibly fuller.  Gentle Formula 	This shampoo is so gentle that you can use it every day. Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients: On Tag"
Kesh King Organic Onion Shampoo with Curry Leaves | Boosts Hair Growth  (600 ml),464.0,"This is my first review and will update after using this product for three months. Till now I would say I am very happy with this product. Only after using it for a couple of weeks my hair seems to have grown thicker. Moreover the fragnance of this shampoo is one of the best I have used yet. Though I know this is not for fragnance but I have to give the company a thumbs up for keeping fragnance as an important factor in Ayurvedic Shampoo. More updates coming soon... :- Loved it. I can see a clear difference in my hair just in 2 wash.  Without any 2nd thought just go for it.I m again here with my reviews after using 1 bottle of this shampoo. Believe me, it's 100% beneficial in reducing hair fall. I can feel smoothness and density in my hair. I m very much impressed with this shampoo. Already ordered for 2nd bottle. :- Worth buying 😘 I'm so happy that I got my product fast. ..And so happy with order",,,"Emami Kesh King Scalp and Hair Medicine Ayurvedic Hairfall Expert Onion Shampoo. Reduce hairfall and Boost hair growth with Kesh King Onion Shampoo. This unique and potent ayurvedic formula is filled with the goodness of Onion and 21 Ayurvedic Herbs which reduces hairfall, boosts hair growth and makes hair silky, shiny and smooth. It is filled with fragrance of flowers. Kesh King Onion Shampoo is Paraben and Phthalate free, contains no artificial colours, is cruelty free and FDA approved. For best results, use with Kesh King Onion Oil and Conditioner. With 21 Herbs & Fragrance of Flowers. Reduces Hairfall. Boosts Hair Growth. Makes hair silky, shiny and smooth.Applied For	Anti-hair Fall, Deep Conditioning, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening
Hair Type	All Hair Types
Composition	Each 10 ml contains extracts of: Allium cepa (Piyaja) Sd. 51.5 mg, Aloe barbadensis (Aloe vera) Lf., Symplocos racemosa (Lodhra) St.Bk., Terminalia chebula (Haritaki) Fr., Terminalia belerica (Bibhitaka) Fr. 25.75 mg each, Emblica officinalis (Amalaki) Dr.Fr. 51.5 mg, Ocimum sanctum (Tulasi) Wh.Pl. 15.45 mg, Acacia concinna (Shikakai) Pod., Rubia condifolia (Bhringaraja) Rt., Nardostachys jatamansi (Jatamansi) Rz., Zizyphus mauritiana (Kola) Lf., Lawsonia inermis (Henna) Lf., Mesua ferrea (Nagakesara) Fl., Cyperus rotundus (Musta) Rz., Trigonella foenum-graecum (Methi) Sd., Centella asiatica (Mandukparni) Wh.Pl., Tribulus terrestris (Goksura) Fr. 10.30 mg each, Azadirachta indica (Neem) Lf. 11.33 mg, Pongamia pinnata (Karanja) seed oil 1.03 mg, Citrus limon (Lemon) oil, Ocimum basilicum (Tulasi) oil, Rosmarinus officinalis (Rosemary) leaf oil 0.01 mg each; Sugandhit dravya. Excipients: Base q.q.; Preservatives: DMDM Hydantoin, Methylchloroisothiazolinone (and) Methylisothiazolinone
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall, Deep Conditioning, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Each 10 ml contains extracts of: Allium cepa (Piyaja) Sd. 51.5 mg, Aloe barbadensis (Aloe vera) Lf., Symplocos racemosa (Lodhra) St.Bk., Terminalia chebula (Haritaki) Fr., Terminalia belerica (Bibhitaka) Fr. 25.75 mg each, Emblica officinalis (Amalaki) Dr.Fr. 51.5 mg, Ocimum sanctum (Tulasi) Wh.Pl. 15.45 mg, Acacia concinna (Shikakai) Pod., Rubia condifolia (Bhringaraja) Rt., Nardostachys jatamansi (Jatamansi) Rz., Zizyphus mauritiana (Kola) Lf., Lawsonia inermis (Henna) Lf., Mesua ferrea (Nagakesara) Fl., Cyperus rotundus (Musta) Rz., Trigonella foenum-graecum (Methi) Sd., Centella asiatica (Mandukparni) Wh.Pl., Tribulus terrestris (Goksura) Fr. 10.30 mg each, Azadirachta indica (Neem) Lf. 11.33 mg, Pongamia pinnata (Karanja) seed oil 1.03 mg, Citrus limon (Lemon) oil, Ocimum basilicum (Tulasi) oil, Rosmarinus officinalis (Rosemary) leaf oil 0.01 mg each; Sugandhit dravya. Excipients: Base q.q.; Preservatives: DMDM Hydantoin, Methylchloroisothiazolinone (and) Methylisothiazolinone"
HEAD & SHOULDERS Smooth and Silky Anti Dandruff Shampoo for Softer and Smoother Hair  (1 L),1241.6000000000001,awesome product... worth of money and great discount also... very happy with Flipkart 😍 :- very much satisfied with this product worth every penny.. and it packed very nicely go for it guys. so I give five star but actually it must be more than ten star  really very nice :- Such a nice purchase 😍😍 packaging was too good and fast delivery........ it's make really smooth and silky  hair ....... love the sweet fragrance 😍😍 Nothing to tell more just go for it 👍 highly recommend it,,,"Go from dry and frizzy hair to smooth and silky hair in just one wash. Head & Shoulders Smooth & Silky Anti-Dandruff Shampoo is formulated with added moisturizers to cleanse and restore dry, frizzy hair and leave you with dandruff free hair*. Go ahead, run your hands through your hair again. (*visible flakes only, with regular use) - 24 hour frizz control for smooth, beautiful-looking hair - Gentle pH balanced formula for everyday use, even on color treated hairApplied For	Anti-dandruff
Hair Type	All Hair Types
Composition	NA
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: NA"
